class,generator_edit_method,video_id,split,duration_sec,width,height,fps,codec,bitrate,has_audio,sha256
ai_generated,unknown,aigen-24772,valid,1.6,512,320,10.0,h264,1250200,False,bf30383b75b6658f672bfa539d14cc00c39301ec0ed14c8d0ce174c6e4945a86
ai_generated,unknown,aigen-24773,train,1.6,512,320,10.0,h264,4836295,False,7c18fb34e48e09d22753faea86dad492de4bea563d69e59775b85e03cd5016d9
ai_generated,unknown,aigen-24774,train,1.6,512,320,10.0,h264,3298570,False,fe2f1e271d14592594c96def7718bc6e6899ccc7acf6c3fd77a3617b515314be
ai_generated,unknown,aigen-24775,train,1.6,512,320,10.0,h264,3061380,False,c1238837684e56f3a16bcfa708b54b0bdf31bb1a26398d055201198bc8b6de18
ai_generated,unknown,aigen-24776,train,1.6,512,320,10.0,h264,2354065,False,47b09b5828455e97654612c849b1645c9e2cde0cd8fad8c1e06458dddc7e3885
ai_generated,unknown,aigen-24777,valid,1.6,512,320,10.0,h264,2809730,False,c908ac0417868830103ad06e4f3a185ea3c30a224ad0685c5dcad2fb3fdcfa37
ai_generated,unknown,aigen-24778,train,1.6,512,320,10.0,h264,2309725,False,bca6f8a9e1602518d9fe474af7c6d60dae562f1024f07e0f49c977b7e30f712d
ai_generated,unknown,aigen-24779,train,1.6,512,320,10.0,h264,2943960,False,df805863411a193f21c5e6d74e7c8f8ffa41ac6fdb1c65190d291ec3944a134d
ai_generated,unknown,aigen-24780,train,1.6,512,320,10.0,h264,3271945,False,45f58656399caf6d8c235736755c6571ade862033a22eba18a65fe23f6092d9f
ai_generated,unknown,aigen-24781,train,1.6,512,320,10.0,h264,2345365,False,50ac6e89780b2614766ad02804f07df74c3b49bf07df7737f50baa9de8b69638
ai_generated,unknown,aigen-24782,train,1.6,512,320,10.0,h264,3955885,False,8c75c60d9d5b081d3209a606d17990cc8ef7d784dabf17a5545c125ff30ce306
ai_generated,unknown,aigen-24783,train,1.6,512,320,10.0,h264,3606245,False,9a40780792abd4e5d9648d416469597c8dade63ca577550d926cf092a0a66ee9
ai_generated,unknown,aigen-24784,train,1.6,512,320,10.0,h264,4060610,False,40ae350dc0037e85754ba495e7d7509fb100308f5c368818c7513ffa8e60d725
ai_generated,unknown,aigen-24785,train,1.6,512,320,10.0,h264,3520070,False,89fe226380b84b8c36235727d24ce41a8de66064ba806b2f372b1a26974d454a
ai_generated,unknown,aigen-24786,test,1.6,512,320,10.0,h264,2003080,False,e893262bdc6e6bf39fa1322f95f66ef420c2a090f4bf80ea1547103752bd7b41
ai_generated,unknown,aigen-24787,train,1.6,512,320,10.0,h264,1961805,False,f181355c21e9368b103e40c3934dfa8727c63b221eaeef84fa08cfff2aa71a73
ai_generated,unknown,aigen-24788,valid,1.6,512,320,10.0,h264,6059390,False,00d9c23b525c65c797957f342b8b58a1608a2abefccf915b530ab6dcee036205
ai_generated,unknown,aigen-24789,train,1.6,512,320,10.0,h264,1730390,False,b930f3fd23657eb3174d01bd33136984159ff9790efd9fac9389c70e880ec60e
ai_generated,unknown,aigen-24790,train,1.6,512,320,10.0,h264,3454580,False,8ef396d9b0bd5f4c865bf0edf39c131e1c79e0b80c4720fa79f263f483441516
ai_generated,unknown,aigen-24791,valid,1.6,512,320,10.0,h264,2500115,False,cd004a349d8b0c18eaefb1a20c3b3da4b19505a9be4322c321b3c48eace83208
ai_generated,unknown,aigen-24792,train,1.6,512,320,10.0,h264,2230715,False,0691a336a081255bdba11467362e67460c834d61de5117703ea965ae8849496f
ai_generated,unknown,aigen-24793,train,1.6,512,320,10.0,h264,4782355,False,de388e4d1df6ecb96e52d600195e07f2dabe3e3098ad780321364d52d05cde53
ai_generated,unknown,aigen-24794,train,1.6,512,320,10.0,h264,1350155,False,94774b30b8852dea946eefa3fbf90e4c4a63a1da836df81d325e759f73189a7c
ai_generated,unknown,aigen-24795,train,1.6,512,320,10.0,h264,2759890,False,41834f1eae890e73de20357f4665268bd22e80d6e236527374e036efdfb350d5
ai_generated,unknown,aigen-24796,train,1.6,512,320,10.0,h264,2112070,False,c877cab02f9867524a57276ee14cabcf477a6d5c2438f20dfdaa2bafdb3ed9d4
ai_generated,unknown,aigen-24797,train,1.6,512,320,10.0,h264,2368335,False,63f68c4983b0c8c61e108341fd4b3325ef8fa11c7f47d775fed95ff48c54ea07
ai_generated,unknown,aigen-24798,train,1.6,512,320,10.0,h264,3272450,False,9dfa0708b758330cf33fd6196fd0956c86048521e9dd53f0fa2edb315118e608
ai_generated,unknown,aigen-24799,valid,1.6,512,320,10.0,h264,2310120,False,b67c2a4b2a1427ecd2ff1dbc149fcf37b7682889a12c59814548efec8afd18f8
ai_generated,unknown,aigen-24800,train,1.6,512,320,10.0,h264,2749095,False,1ea0bb4237b33dea1e6dbd46f5785aaf81d0710624e21592511cf6427219ca2d
ai_generated,unknown,aigen-24801,train,1.6,512,320,10.0,h264,3577145,False,6f10a70fde69f4cc4e56efd8de981558fe8213909f53acbd3f3d7e562537d8ad
ai_generated,unknown,aigen-24802,train,1.6,512,320,10.0,h264,2746000,False,edcf1f8b11f74ec46ea9999c005a4625016ba7a5ef4d5fdb858e9072c49fb8ea
ai_generated,unknown,aigen-24803,train,1.6,512,320,10.0,h264,3984505,False,f7c7259aa8964b7e08cdf132c829f9585fd08d077415d6927803f569872d71a5
ai_generated,unknown,aigen-24804,train,1.6,512,320,10.0,h264,4350435,False,f9b48b53c09e9184afdc31dc6365846f026d8b073e8b22d4c0cebb5bef2e5931
ai_generated,unknown,aigen-24805,train,1.6,512,320,10.0,h264,4631425,False,e2ef68738c168aa47059609e31222d2bd907d0e42bc8a4f78d19e38a3ba913e4
ai_generated,unknown,aigen-24806,train,1.6,512,320,10.0,h264,2659505,False,cd9c9882bfec773846c1281f094415b256614163cffd30085a4e279537a9a2c7
ai_generated,unknown,aigen-24807,train,1.6,512,320,10.0,h264,1419775,False,8cf74f6b5224ff77f1d7147692bb631bc6a5a5e40b37ed954c842eca7da57edd
ai_generated,unknown,aigen-24808,train,1.6,512,320,10.0,h264,3974670,False,cbbf72816a7c3d4582c70ec4a500ab18001060d870669b0ee5d28e45ffd2decd
ai_generated,unknown,aigen-24809,valid,1.6,512,320,10.0,h264,2643685,False,68ab0c0a18483b4945a13a3ab6e5db64b9d4874210136498be14c704de729946
ai_generated,unknown,aigen-24810,train,1.6,512,320,10.0,h264,3711955,False,62e1aae1ab39be0fe9767ef799a5e72bbdfb170488a744bbf304ec29a6fa065c
ai_generated,unknown,aigen-24811,train,1.6,512,320,10.0,h264,3728890,False,8fca5a2c35569ee360ec9a57d268b80aeb9c080ef24179715080cf5522b746f4
ai_generated,unknown,aigen-24812,train,1.6,512,320,10.0,h264,1937900,False,58c38fae128017f7b94c6a972d3ae6873dfe8ea3c386470386ccd1a33c2bcdd4
ai_generated,unknown,aigen-24813,train,1.6,512,320,10.0,h264,3901710,False,b95b0211cca899e7b1eec5d1352ae89196c70c880496b861b7abe290532c58e7
ai_generated,unknown,aigen-24814,train,1.6,512,320,10.0,h264,2392520,False,e93c946d25aa16cd2c804ae4d5ff00dc080ca981ea2cf2d32cbc1c3321cc8e36
ai_generated,unknown,aigen-24815,train,1.6,512,320,10.0,h264,3688885,False,ea7cdd3d87b46782c591571532b61a3b106fb1ff05f74650e2f288b20c13bc7e
ai_generated,unknown,aigen-24816,train,1.6,512,320,10.0,h264,4070370,False,34c992abecf65203d72268e28707d99be8c224c30ea23869dbe098d8eea77198
ai_generated,unknown,aigen-24817,train,1.6,512,320,10.0,h264,1943115,False,44fbd08c6965d8853229ef1a90d4cca9fb5c2bb274bf062b25b771ff47cdf3bf
ai_generated,unknown,aigen-24818,train,1.6,512,320,10.0,h264,2703065,False,226d03228bf4ab8a86657bfe17a2efd603608312b692d158dad2d7d0f754fa97
ai_generated,unknown,aigen-24819,train,1.6,512,320,10.0,h264,3133635,False,08676bfe2ac940d90d73e9ec6a5d5297200657bcfd7a44e017eacb37ff64d6fb
ai_generated,unknown,aigen-24820,train,1.6,512,320,10.0,h264,2012995,False,294e2553521012dce4d2a3f444a5b09bcffe9be0d4ff821da2aa968ba77b46fe
ai_generated,unknown,aigen-24821,valid,1.6,512,320,10.0,h264,4334585,False,ea02b040e1610110ed21876104ee04e7f0172b3b696ae4d26ba9375b479516fa
ai_generated,unknown,aigen-24822,train,1.6,512,320,10.0,h264,2539770,False,7f0ea5a722b8a4e65c6f3c93b9c42338c98666ec3f10b9dd4b299614b7bf14ba
ai_generated,unknown,aigen-24823,train,1.6,512,320,10.0,h264,6307240,False,e158b4d1c161a5b7e36fb621a533f2073756dfc31d978e2351cfdff7a27759fe
ai_generated,unknown,aigen-24824,train,1.6,512,320,10.0,h264,4070305,False,150677fe90983176c755873d5c2af8148af2178b41b54b4a1365b869bb523260
ai_generated,unknown,aigen-24825,test,1.6,512,320,10.0,h264,1809960,False,9ad74c2e964133fcf53c3153682920972ebf5f264e8279985a8aea4ca7aa019c
ai_generated,unknown,aigen-24826,train,1.6,512,320,10.0,h264,2509535,False,bad2cac75c4c7ea1f0af88bac8e74e534b37dfe8783d37c11de031819a5642f2
ai_generated,unknown,aigen-24827,valid,1.6,512,320,10.0,h264,3608055,False,f2a8a31d7e059c7b349f58957f4b16591514b5496c0d5afb8b14a111263aa8d1
ai_generated,unknown,aigen-24828,train,1.6,512,320,10.0,h264,4510370,False,17d751a0b18205016ce9212c03c38fbdedfd708b94f4b8807c9b54cc87698eae
ai_generated,unknown,aigen-24829,train,1.6,512,320,10.0,h264,3210995,False,bffa966d8d4b6bdac34351d87672f0b498cdd142f496ccecd01da8e86f17af64
ai_generated,unknown,aigen-24830,train,1.6,512,320,10.0,h264,4954335,False,71b7460b177b2f66dc0262b63a0128a15409d579cf422abd3348e96cdef461d8
ai_generated,unknown,aigen-24831,train,1.6,512,320,10.0,h264,1901135,False,a1a99285297bfe715c40140bf44e206b8b92aff736a51c497c94a0bc87686d08
ai_generated,unknown,aigen-24832,train,1.6,512,320,10.0,h264,2316865,False,80acf4dffa34938a5f71fedb96e73ace42ae208aa902668be62b879e76e334de
ai_generated,unknown,aigen-24833,train,1.6,512,320,10.0,h264,2955495,False,3003d84114a2ffede0d01e82b2274901daf8ce9e26da9a4d3b6638b1277c400a
ai_generated,unknown,aigen-24834,train,1.6,512,320,10.0,h264,2979250,False,6cd77c348924ef6a3b9f833b5ad8cdc72044d92befc18c749fde707da69d585a
ai_generated,unknown,aigen-24835,train,1.6,512,320,10.0,h264,3147385,False,e969ef4d181b89df73b25f38c327747474bdaa4a86c4bd7a14a7dda2052c65c5
ai_generated,unknown,aigen-24836,train,1.6,512,320,10.0,h264,3283745,False,4cf4c3d09c3b1c7b1880011f777738a61337ef238a9111a447df3a4316e6ed31
ai_generated,unknown,aigen-24837,train,1.6,512,320,10.0,h264,3048620,False,2630ebb716cd7c1f791da844c4a0ed0468a5cc74195ed0e0e4d1e21bf90fa5d9
ai_generated,unknown,aigen-24838,train,1.6,512,320,10.0,h264,3477540,False,a025ff1fc5898df962cb877f3acecf205b98f905241c146cc05310fd702434e3
ai_generated,unknown,aigen-24839,train,1.6,512,320,10.0,h264,3622295,False,b98c4f5a56616545fa353b8e76d844621a32bb68dcf0064a80ed3e233ad28e82
ai_generated,unknown,aigen-24840,valid,1.6,512,320,10.0,h264,2336610,False,a54432b72a12c33bc1bcb854401ad3651b9593eb474cf1869904045b803e8ff7
ai_generated,unknown,aigen-24841,valid,1.6,512,320,10.0,h264,5339585,False,bdf26192e12feda9f8125028cc1d2e5466adb0bf73f3c82c125b406c19c7b884
ai_generated,unknown,aigen-24842,train,1.6,512,320,10.0,h264,4148935,False,056ac11b96a8237770884286634ab3ef719f410511dffee5f30c355d352cb058
ai_generated,unknown,aigen-24843,test,1.6,512,320,10.0,h264,3154745,False,eaff43170be2096c535a13947cbb01ab9d054b9d7ceb0f2dc877791042ba4e54
ai_generated,unknown,aigen-24844,train,1.6,512,320,10.0,h264,2959745,False,5dfe1c44869eca00ec06647fb3129883f7e4c4e3a0fddc57ae1de4ea2a063632
ai_generated,unknown,aigen-24845,test,1.6,512,320,10.0,h264,3233010,False,d1ac77e0b97d778416b28472556231988a2d4a6642ab0b28d2dba0bb1fc7843e
ai_generated,unknown,aigen-24846,train,1.6,512,320,10.0,h264,3236585,False,5bf8044e3f31262abf663a7da9e18e3fb7a8da6eff19db1dca6c7dc231190a4c
ai_generated,unknown,aigen-24847,valid,1.6,512,320,10.0,h264,4299460,False,4f8f5cfb12a8b4b03c81751401d24098e94b9ebf7b5474d7d41c37006aadcdcc
ai_generated,unknown,aigen-24848,test,1.6,512,320,10.0,h264,3346845,False,2c11d414e394905a08130d064f42927be2741dcb81fe4fb79d11d19063131b3a
ai_generated,unknown,aigen-24849,train,1.6,512,320,10.0,h264,2972980,False,3444c940b8fc93179f71174e2c0c12a437775a3e9e2d19ec9cd0ce1be758c5d9
ai_generated,unknown,aigen-24850,train,1.6,512,320,10.0,h264,4420845,False,9b751f3181474e0a802ff41f8598e56f83181ea9351a88fcf56210fbcd761207
ai_generated,unknown,aigen-24851,train,1.6,512,320,10.0,h264,1835335,False,adccbf5d1a478cf6365baa1f5b9873dc1f69ba4af231b1fc6c007cf549205352
ai_generated,unknown,aigen-24852,train,1.6,512,320,10.0,h264,3494815,False,2a46c95ed9319bfaf061d86d4c93a901a8287e5e8c24304a9a3ef667ac2efa13
ai_generated,unknown,aigen-24853,train,1.6,512,320,10.0,h264,4247550,False,50692e7f2686b6cb2a04dcdf78f32d04f18c92b7d41a9ee42760c2f05f5e2f3e
ai_generated,unknown,aigen-24854,train,1.6,512,320,10.0,h264,3488040,False,5c5b4cec39f8ad9bb2f47ed3c846020f3c227842d97c7174643b25459f62b154
ai_generated,unknown,aigen-24855,train,1.6,512,320,10.0,h264,1764680,False,911dcab29b2dceaeb6972f5dc369aaa9d5b470d8ade97dcf42913b60ab3bbdc8
ai_generated,unknown,aigen-24856,train,1.6,512,320,10.0,h264,3385995,False,fc31168ff6ce3734b37ac97cce3c1c9738d03f6dfbd3632b5f44a5ec5807a363
ai_generated,unknown,aigen-24857,train,1.6,512,320,10.0,h264,2730530,False,182d299c7058860ed3ae79cf55e0d8964832506be900cdd2d9ceb9863f121467
ai_generated,unknown,aigen-24858,train,1.6,512,320,10.0,h264,2059970,False,9e6216f255f5d205c0dc4c3634df38da6f08ec5c40e42ecc93f94378895ab2f1
ai_generated,unknown,aigen-24859,train,1.6,512,320,10.0,h264,2273895,False,56dc5d8ed571a2da608fe761d66847e3190712c6f79b4c5b1a03f8a86c09a4c8
ai_generated,unknown,aigen-24860,test,1.6,512,320,10.0,h264,6029095,False,0182f6d84280e5c9a8b0a4a25f29c74f68449e0f2afd7b191c147683342eb1cb
ai_generated,unknown,aigen-24861,test,1.6,512,320,10.0,h264,3463230,False,c5b515abe154d578af8e4b8fa05dfa903273d99ea3828f14b18006529da773fc
ai_generated,unknown,aigen-24862,test,1.6,512,320,10.0,h264,2540955,False,b961d31c52511608c3ac4854ada932c38089f53dfc2d093dd045ba0f2a2f5e3c
ai_generated,unknown,aigen-24863,train,1.6,512,320,10.0,h264,1955915,False,092e04c158e4d96c8806f2c9c60f6de21988802e85397f9a3bf1b3e3d9a85efa
ai_generated,unknown,aigen-24864,valid,1.6,512,320,10.0,h264,3407790,False,6e513a1da9ba21389f6a3087d0a950412bd2b053a41e0ee2921778fbb5ddbdcb
ai_generated,unknown,aigen-24865,train,1.6,512,320,10.0,h264,1808870,False,e91f0bf41b1def70f09b454bf6f456e6fcc94595e72ab8fbc3aa4550fb5b521c
ai_generated,unknown,aigen-24866,test,1.6,512,320,10.0,h264,1867220,False,5fd3b5880a636eb4dcc341e727329277eb2b568c1a68cf7524388075d366c3a9
ai_generated,unknown,aigen-24867,train,1.6,512,320,10.0,h264,1934975,False,a091d389a808348abc7f4905d9bca124e8d43733549e7c894434b7b809f1ffdb
ai_generated,unknown,aigen-24868,train,1.6,512,320,10.0,h264,2610990,False,5bbfe80070ed12235eed2eb7b22124455e4fdff88cbe9d471df63456faec09fb
ai_generated,unknown,aigen-24869,test,1.6,512,320,10.0,h264,4084470,False,91cefc50346705a00c5db880f970bab42729d4d70e3e32dee9bbece5bf1f08e3
ai_generated,unknown,aigen-24870,test,1.6,512,320,10.0,h264,3759895,False,ef0d5f22deefbd48e1f1f17171f4cf9ceec766b0646e24e466459483f38485f4
ai_generated,unknown,aigen-24871,train,1.6,512,320,10.0,h264,3220005,False,de28f25c9aa38056d6039d57254647f0cde2ea63a79ca1234955742fd1aa76db
ai_generated,unknown,aigen-24872,train,1.6,512,320,10.0,h264,4391655,False,e29a129d6806551031fd730ab22b22a955eca78cf8f6c167cb7821c3b4f93213
ai_generated,unknown,aigen-24873,train,1.6,512,320,10.0,h264,1446285,False,81851d81ea2bdb85b8472f7f6cef28e9d354a16d9f6bf51258476b2aeaa54661
ai_generated,unknown,aigen-24874,train,1.6,512,320,10.0,h264,2462710,False,cf51a54a370e40bc19892e306afefa145bad7fce6b1397d13f56f6b81229a322
ai_generated,unknown,aigen-24875,test,1.6,512,320,10.0,h264,2473065,False,1396f432bb5878cae9ba384dfb63fdefd06ea2541b7dc96c45d127a97fa67ad3
ai_generated,unknown,aigen-24876,train,1.6,512,320,10.0,h264,6674855,False,531d108161dc0baaceb32d4177a9ec62be6dd4824c1dab032121730f440a5578
ai_generated,unknown,aigen-24877,train,1.6,512,320,10.0,h264,4088685,False,83387df677c4c63ff193975334bb33e460244108ac1378da065538e43b358b86
ai_generated,unknown,aigen-24878,valid,1.6,512,320,10.0,h264,5124650,False,f8d00cbb8c0954b4374763523d587b1a15af4a711dd3b2f2fc48cb380608ad31
ai_generated,unknown,aigen-24879,train,1.6,512,320,10.0,h264,2340040,False,2e97ed6e7ea511aad9f6ae03e7e1ef43e7d14f31a7a6954bb5d3832cae172330
ai_generated,unknown,aigen-24880,train,1.6,512,320,10.0,h264,2942045,False,f8fcad4a63ff6f6f072ab121502112d8129d5541274d21630ef701d21139e778
ai_generated,unknown,aigen-24881,valid,1.6,512,320,10.0,h264,4098760,False,c7934564b3d46ee68bcbbd19b5a4ae8b4c4a8192c86a91a50519d7510624383a
ai_generated,unknown,aigen-24882,train,1.6,512,320,10.0,h264,2441500,False,e85b33dd665bc5bb07aeeda273cf53bf84e8d2b13684696ae90628ebf0192ff3
ai_generated,unknown,aigen-24883,train,1.6,512,320,10.0,h264,3539040,False,5b415bb610fa165ce7a4a08e0068940708773f111275cf26e8370fe61caacde9
ai_generated,unknown,aigen-24884,train,1.6,512,320,10.0,h264,2659735,False,4a7eb5969e245468715631af73bcf2fd12a1dbce7d6cbe7e21cf9e0d0afb7f8c
ai_generated,unknown,aigen-24885,train,1.6,512,320,10.0,h264,2639010,False,8bf860b63f5799adec46ef0a35985668e319bcfec33cd98e5a4606e4a97e494f
ai_generated,unknown,aigen-24886,train,1.6,512,320,10.0,h264,2646520,False,34ee5ae3f8226a36cbf23423ffc0eb58c6255a5f5f4ef801553c18f14388eb6e
ai_generated,unknown,aigen-24887,train,1.6,512,320,10.0,h264,1803855,False,e9c6b4b022dcf52c0d7545e7966a9f19a2d7f8205dddd97e7a45c1eb2783bb48
ai_generated,unknown,aigen-24888,train,1.6,512,320,10.0,h264,2963670,False,6eda0ced017bf2f8a370db5c3d33515117bb1655bb08136f3afa07bc536f01bb
ai_generated,unknown,aigen-24889,valid,1.6,512,320,10.0,h264,1976720,False,4ffa2671af7e77d32e2c3e2457cf16d8b76d2af81ba14efe469259b8c8e2e0bd
ai_generated,unknown,aigen-24890,test,1.6,512,320,10.0,h264,3552325,False,2a064c6adf30ac7233e630780cff2647d1d1bed56b5a0ed95908f8f2c9367348
ai_generated,unknown,aigen-24891,train,1.6,512,320,10.0,h264,1188910,False,9872107a3412e028356de12b98bf52157ddbe03148339a16da420c30f0912cc9
ai_generated,unknown,aigen-24892,valid,1.6,512,320,10.0,h264,2425135,False,d0794203543165a9d584524187a577598440a0fa7c10136744517544beda3754
ai_generated,unknown,aigen-24893,train,1.6,512,320,10.0,h264,4130570,False,eb5fc0ecb1707df285d8e6af9d24f4096147d5051dee57e635809aca655798c6
ai_generated,unknown,aigen-24894,train,1.6,512,320,10.0,h264,3249120,False,8bf54bde747fb939b683f378fd63b92baf165d13314ac3c57c6e2b75189ec57c
ai_generated,unknown,aigen-24895,valid,1.6,512,320,10.0,h264,3858395,False,71675dc0221bf908ee14406705f253b12ae336f49572a376fcf7c1fe2704581a
ai_generated,unknown,aigen-24896,test,1.6,512,320,10.0,h264,1739075,False,7e1388374a29977f1d5f1a2966d14e971ce0a8433cd2c9bb676d1f4fecce106e
ai_generated,unknown,aigen-24897,train,1.6,512,320,10.0,h264,2257320,False,e0bb50ff68b78d48e15364cb0c0eeae9204daa5303be401b33c86c885a74e83f
ai_generated,unknown,aigen-24898,train,1.6,512,320,10.0,h264,3593330,False,a5411b6b6ef7dcd6b87864f765abf006bd609acebda9d1441ffbcb873f623458
ai_generated,unknown,aigen-24899,train,1.6,512,320,10.0,h264,2307135,False,0ffee16089441cc5716789b09e0b490f2d764a6533aa24b82468db71d8de1ca8
ai_generated,unknown,aigen-24900,train,1.6,512,320,10.0,h264,4191750,False,37971706ff8676b878cfa53b9e35a2dde195cfa60f7f33d061d8289e6b0e5741
ai_generated,unknown,aigen-24901,train,1.6,512,320,10.0,h264,3866340,False,78df514fda24b3a5422d986c5efc62a78d7d1bbf09b64db86a12b433900f08bd
ai_generated,unknown,aigen-24902,train,1.6,512,320,10.0,h264,1947560,False,50fb220497f46d9ed1a75c629cef5da65d74323a61f2a58a675351466b6963ae
ai_generated,unknown,aigen-24903,train,1.6,512,320,10.0,h264,3833085,False,6e5e8889143c94d609d1fff01246743dabf58d8bc92038ea225feda811e39cb6
ai_generated,unknown,aigen-24904,train,1.6,512,320,10.0,h264,3047305,False,5a58324b5c2c7d4b72767325a08fc9ca988eb3e7c12b63d3b861e78af9aa20f6
ai_generated,unknown,aigen-24905,train,1.6,512,320,10.0,h264,2235125,False,142a90b172ee0efb4f8877d051ae2beed7fad1065760c5a01e9ccd825fa59fa3
ai_generated,unknown,aigen-24906,train,1.6,512,320,10.0,h264,2764020,False,8a87929efc1f17857ce98b1253ddd006d09984f45be734fb5a325d79b3b6952a
ai_generated,unknown,aigen-24907,train,1.6,512,320,10.0,h264,5369270,False,759ce83891d39968e1f6a56cf7a6f1d7f571774844ba1ff733d17903c38da74f
ai_generated,unknown,aigen-24908,train,1.6,512,320,10.0,h264,3785430,False,f1d82b7c23f56cbebc87c2c1a4fac21ad5a4c48734626811677dcdf1d9706873
ai_generated,unknown,aigen-24909,train,1.6,512,320,10.0,h264,4609800,False,780db9407352391439dea24f15bc3f1c831df50d7fd8ac62aabfdb6718aa784d
ai_generated,unknown,aigen-24910,train,1.6,512,320,10.0,h264,3313465,False,21b947e1c7908ee0bed8cf987404ff47c148f201170588f7fb7216f8519c11bc
ai_generated,unknown,aigen-24911,train,1.6,512,320,10.0,h264,2141690,False,05b22962b7443422d0bf1a6671f7b4494b8db3f3c48c2a0215a1123139e5c0a2
ai_generated,unknown,aigen-24912,train,1.6,512,320,10.0,h264,2191260,False,7f39ec80177f9a43995856aabe107ed175adc69f243f8cfc8e7f752077167b15
ai_generated,unknown,aigen-24913,valid,1.6,512,320,10.0,h264,4262330,False,897998746603d91998e645ed4aed7c1560a4eb3c7b665cca5b3ff3f2497302de
ai_generated,unknown,aigen-24914,train,1.6,512,320,10.0,h264,3553730,False,6fed87ce6bb905a28c4cdc1f69504c49dd6c13c2371034e2bd53bc685e59bac3
ai_generated,unknown,aigen-24915,train,1.6,512,320,10.0,h264,2264410,False,da506c29fa471b950f1382403297aca57035e8f9adc2e2323a1a68aecac28d77
ai_generated,unknown,aigen-24916,train,1.6,512,320,10.0,h264,4696500,False,36990540ba45838cdc7a56b1243a1ca3cca52acb9e34de3ebca3ba5a5507afd9
ai_generated,unknown,aigen-24917,valid,1.6,512,320,10.0,h264,3241165,False,ea81b5f4a2675ea59f272c1ccc227ef54b056752d1ccb83b6bac86650cfa1526
ai_generated,unknown,aigen-24918,train,1.6,512,320,10.0,h264,3049770,False,85f5498affb95947f944dfea6f2d991b6d89d1f5c146d957f4d86c0cd9cb2dbb
ai_generated,unknown,aigen-24919,train,1.6,512,320,10.0,h264,2109370,False,a3dca1e8d0bb7b27af61a24e46428c56577eb54d3aedb959ae00c61fd01a000a
ai_generated,unknown,aigen-24920,train,1.6,512,320,10.0,h264,2237725,False,23311339b12b06ec882374bbe31af739644364543a9e5fedf9b5568cdeb2cc17
ai_generated,unknown,aigen-24921,train,1.6,512,320,10.0,h264,3315400,False,9b47901633a3e910f3a68e0d60fbf9ca5f6e285728f8d37716d04e518557400c
ai_generated,unknown,aigen-24922,train,1.6,512,320,10.0,h264,4494665,False,41dbff289ec3d0e1b3cece0d4128c6534c317309ea80a3e87cf557808141910b
ai_generated,unknown,aigen-24923,train,1.6,512,320,10.0,h264,3709815,False,1a861104b125af6292d25d24b7135857ca5cc1754b975bfb683833680a1a835c
ai_generated,unknown,aigen-24924,train,1.6,512,320,10.0,h264,2855370,False,50c0aefbba2128a17816ffdc5d5e6fb8e96ed5ee173f033b1f4a8a5ddcdf592c
ai_generated,unknown,aigen-24925,valid,1.6,512,320,10.0,h264,1585065,False,6eb4496d6a4a6a218c7f4f0f7171fa48da85a836afbd4f676556383f26da7caf
ai_generated,unknown,aigen-24926,train,1.6,512,320,10.0,h264,2550060,False,79edc2cebd6a5b293d6b2145892c2e7b22ffe39882d78862fe292429d417e4bf
ai_generated,unknown,aigen-24927,valid,1.6,512,320,10.0,h264,4097270,False,d47652e6e78304bf67078ea43a13e2adb471c187e0e1d29a01ee2bb632d2a958
ai_generated,unknown,aigen-24928,train,1.6,512,320,10.0,h264,3216795,False,03342bb5db8cc5d8c792a141ff29b8a1aeac07da8a92d031be937fc8efa16320
ai_generated,unknown,aigen-24929,train,1.6,512,320,10.0,h264,4063025,False,ff8d88a9b5d31ee619fe7937617bf309ee003ad86da70f471dd5304fe6c564b3
ai_generated,unknown,aigen-24930,train,1.6,512,320,10.0,h264,2768810,False,a4d2c9d3435f7e9e226b84f147fa0e1e426703f60e00d6919326143c5eec993c
ai_generated,unknown,aigen-24931,train,1.6,512,320,10.0,h264,5728900,False,2d6ef201acff90d29696d8449a00bfd407743100fdb3d52d3a2056037cdeb07e
ai_generated,unknown,aigen-24932,train,1.6,512,320,10.0,h264,1956365,False,3c2063bc07fa43cf792eb4b59372cbc4a51df157f7631521ef56e36c39311133
ai_generated,unknown,aigen-24933,train,1.6,512,320,10.0,h264,2842640,False,219e03b3acfac976c86d4427d28efda214c9e9abaef0261f9202a59ac0441cfe
ai_generated,unknown,aigen-24934,train,1.6,512,320,10.0,h264,2813110,False,06d4fdbf2c327bf18e9db9008c60e78a58f6cd821a9920992f70bc4a5c470345
ai_generated,unknown,aigen-24935,train,1.6,512,320,10.0,h264,1893835,False,df0c4b3120d006f99c9621015a39c9813b8bbb44ebc42d61bccc4424f7cb7a7f
ai_generated,unknown,aigen-24936,train,1.6,512,320,10.0,h264,1427660,False,86c9102db6d2467d67a9038688ed034de851c516051fb7a5715df874ad14b455
ai_generated,unknown,aigen-24937,test,1.6,512,320,10.0,h264,5158020,False,ffd1a297d70ef8f67fd2354f23d5606c88f596213afac5dc26e66d35eb1db3e1
ai_generated,unknown,aigen-24938,train,1.6,512,320,10.0,h264,2736020,False,130842b7fe5ba3885fa328df9fc9f5080748fc25e0ceeee283d5eb114d31aa42
ai_generated,unknown,aigen-24939,train,1.6,512,320,10.0,h264,2439845,False,9ef811dcde4e31cd008b7baa8f7b56b0118510877f69975660f5894a474600a7
